row,stim_idx,edit_type,word_orig,in_ctx,in_full_prefix,d_own,d_pos2,d_foreign,d_noinj
183,54,corrupt_det,British,False,False,17.812255263328552,16.0859375,13.890625,8.435546875
184,54,corrupt,John,False,False,0.75,5.027342796325684,4.406250476837158,4.28125
184,54,corrupt_det,"""Another",False,False,9.562501430511476,-0.875,4.687499046325684,3.53125
185,54,corrupt,"homosexual,""",False,False,8.548171997070312,2.0127410888671875,1.5338211059570312,0.8962326049804688
185,54,corrupt_det,"""Carter""",True,True,46.72216476015456,-4.299541473388672,7.529823303222656,1.80950927734375
187,55,corrupt,slowed,False,False,6.5625,2.0390625,2.09375,-0.125
187,55,corrupt_det,13,False,False,1.6006336212158203,-0.2967591285705566,2.842283248901367,0.8554391860961914
188,55,corrupt_det,"(""When",False,False,5.375,3.718748092651367,3.59375,1.6875
189,56,corrupt,chronological,False,False,28.407997369766235,13.57043170928955,15.80422592163086,15.468582153320312
190,56,corrupt_det,"""The",True,True,19.63881492614746,15.55978775024414,20.28402328491211,13.600911140441896
192,56,corrupt,'birth,False,False,8.25,-1.5,-2.4375,-0.21875
192,56,corrupt_det,"(""His",True,True,20.218908309936523,15.420073509216309,12.34562873840332,2.999319076538086
195,57,corrupt,airborne,False,False,0.1796875,-1.703125,-2.96484375,-1.59375
195,57,corrupt_det,"""While",False,False,28.496837854385376,15.626700401306152,14.580657958984377,15.99206829071045
196,57,corrupt,presence,False,False,2.3125,2.53125,2.171875,0.046875
197,57,corrupt,"""possible""",False,False,14.836272954940796,-2.9020347595214844,-3.1444168090820312,5.38066291809082
197,57,corrupt_det,"""Although",True,True,20.374999046325684,5.343748092651367,2.5625,1.265625
198,58,corrupt_det,TV,False,False,14.531249642372131,12.40625,-1.21484375,2.671875
199,58,corrupt,positive,False,False,6.9374998807907104,2.375,1.40625,0.875
199,58,corrupt_det,"""Critical",True,True,7.487798690795898,11.456432342529297,-5.296783447265625,3.8978958129882817
200,58,corrupt,"(""Positive",False,False,6.874999865889549,2.15625,0.125,-0.015625
