row,stim_idx,claim_idx,n_claims,is_last,has_det,error,cos_claim,cos_corrupt,cos_paraphrase,cos_corrupt_det,d_true_corrupt,d_true_para,d_para_corrupt,d_true_det
281,81,2,3,True,True,,0.6764841608779283,0.6763959309658617,0.6543363597090002,0.6730738234607947,8.822991206658415e-05,0.022147801168928116,-0.022059571256861532,0.003410337417133591
282,82,0,3,False,False,,0.5181246052707361,0.5245993642358666,0.5043377413759396,,-0.0064747589651305,0.013786863894796553,-0.020261622859927053,
283,82,1,3,False,True,,0.7772892615588302,0.7265258782354355,0.7808516908924442,0.77600605180044,0.050763383323394695,-0.003562429333614059,0.054325812657008754,0.0012832097583901358
284,82,2,3,True,True,,0.7810409217636315,0.7912388014104854,0.7791161307000847,0.7815860169464992,-0.010197879646853925,0.0019247910635468157,-0.01212267071040074,-0.0005450951828677164
285,83,0,3,False,True,,0.6211884220514091,0.6188479161615856,0.6150659332329025,0.6160656462161123,0.0023405058898234854,0.006122488818506633,-0.0037819829286831474,0.0051227758352968555
286,83,1,3,False,True,,0.815218483819794,0.8107883881395023,0.8507299381465429,0.8034028990597724,0.004430095680291735,-0.03551145432674885,0.03994155000704058,0.011815584760021647
288,84,0,3,False,False,,0.4986457220702047,0.5000504111310683,0.5495696021868883,,-0.0014046890608636065,-0.05092388011668364,0.04951919105582003,
289,84,1,3,False,True,,0.9036403879932356,0.6725033459954756,0.9033818644931626,0.9008072110632359,0.23113704199776008,0.00025852350007304903,0.23087851849768704,0.0028331769299997367
290,84,2,3,True,True,,0.9152460432316791,0.8837570153966771,0.904565025494464,0.8980640264798903,0.03148902783500207,0.010681017737215082,0.02080801009778699,0.017182016751788876
291,85,0,3,False,True,,0.5541085492581361,0.5473418422395843,0.5529773728476933,0.5474228588337527,0.006766707018551865,0.0011311764104428024,0.005635530608109063,0.006685690424383384
292,85,1,3,False,True,,0.5764200358877376,0.5563901872496753,0.6207324554852468,0.5885916495969551,0.020029848638062342,-0.0443124195975092,0.06434226823557154,-0.012171613709217488
293,85,2,3,True,True,,0.8944441367682127,0.8871198561648855,0.8790066166523696,0.8894203054270564,0.007324280603327127,0.015437520115843095,-0.008113239512515968,0.0050238313411562485
295,86,1,3,False,True,,0.6830461492967168,0.6800019535062952,0.630882246176642,0.6479803226869144,0.003044195790421589,0.052163903120074795,-0.049119707329653206,0.0350658266098024
296,86,2,3,True,True,,0.7445687930993853,0.7133687840517545,0.7581364344831243,0.7457828254852362,0.03120000904763076,-0.013567641383739004,0.044767650431369765,-0.0012140323858509383
297,87,0,3,False,True,,0.412977111549046,0.42756035036621864,0.46073861791595805,0.4054826059239288,-0.014583238817172661,-0.047761506366912065,0.033178267549739404,0.007494505625117165
298,87,1,3,False,True,,0.6861167058802841,0.6801362516851018,0.6936694222055197,0.6861167058802841,0.005980454195182228,-0.007552716325235687,0.013533170520417914,0.0
299,87,2,3,True,True,,0.8826068559327117,0.881683491387598,0.8799673431077442,0.8819313329657893,0.0009233645451136585,0.0026395128249675492,-0.0017161482798538907,0.000675522966922415
300,88,0,7,False,True,,0.5618404276961556,0.5533851912709608,0.5379434166905983,0.5549991601967413,0.008455236425194856,0.0238970110055573,-0.015441774580362444,0.006841267499414272
302,88,2,7,False,False,,0.7627672504511624,0.6265701670686962,0.6001671437072847,,0.13619708338246628,0.1626001067438777,-0.026403023361411426,
303,88,3,7,False,True,,0.6808077253398691,0.7126074248144858,0.6236916541303332,0.6918852390969158,-0.031799699474616694,0.05711607120953588,-0.08891577068415257,-0.011077513757046686
304,88,4,7,False,False,,0.4181559879044407,0.3769141581039834,0.4151911885291235,,0.04124182980045732,0.002964799375317184,0.038277030425140135,
305,88,5,7,False,True,,0.658937888319978,0.7105869462227996,0.6438995541457296,0.6597291611257488,-0.051649057902821593,0.01503833417424838,-0.06668739207706997,-0.0007912728057707374
307,89,0,3,False,True,,0.4632435825692311,0.46221152778211005,0.430782829145678,0.4676379321762627,0.0010320547871210395,0.03246075342355309,-0.03142869863643205,-0.004394349607031611
308,89,1,3,False,True,,0.6262860639353917,0.6232971347616644,0.5498110145102957,0.6165876309651104,0.002988929173727284,0.07647504942509598,-0.07348612025136869,0.009698432970281279
309,89,2,3,True,True,,0.868354495543688,0.8695188762208329,0.8391368331875361,0.8515367974086631,-0.0011643806771448606,0.029217662356151974,-0.030382043033296835,0.016817698135024983
310,90,0,3,False,True,,0.5356121787354781,0.5327765452540797,0.48956924634006527,0.5293410592724935,0.0028356334813983697,0.046042932395412794,-0.043207298914014425,0.006271119462984531
312,90,2,3,True,True,,0.8600190204482326,0.8556441230543815,0.837769399377258,0.8608992814896822,0.004374897393851107,0.022249621070974612,-0.017874723677123505,-0.0008802610414495593
